Make,Model,Accident.Number,Event.Id,Aircraft.Category,Engine.Type,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Date,Year,Purpose.of.flight,Weather.Condition,Aircraft.damage,Broad.phase.of.flight,total_accidents,fatality_rate,Safety_Score
Air Tractor Inc,At-802A,CEN22LA386,20220815105736,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-08-09,2022,Firefighting,VMC,Substantial,,11,0.0,100.0
Cirrus Design Corp,Sr22,WPR22FA298,20220811105713,Airplane,,1.0,1.0,0.0,0.0,0.0,2022-08-10,2022,Personal,VMC,Substantial,,102,0.00980392156862745,99.01960784313727
Hoffman David J,Murphy Elite,WPR22LA300,20220811105722,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-08-10,2022,Personal,VMC,Substantial,,1,0.0,100.0
Piper,Pa-28-140,CEN22LA385,20220815105735,Airplane,,1.0,0.0,0.0,0.0,3.0,2022-08-10,2022,Personal,VMC,Substantial,,79,0.0,100.0
Piper,Pa-18-150,ANC22LA067,20220816105752,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-08-10,2022,Personal,VMC,Substantial,,64,0.0,100.0
Air Tractor,At502,CEN22LA389,20220819105769,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-08-10,2022,Aerial Application,VMC,Substantial,,36,0.0,100.0
Piper,Pa-28-180,ERA22LA377,20220822105773,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-08-10,2022,Personal,VMC,Substantial,,37,0.0,100.0
Bombardier,Cl600 2B16,ENG22WA040,20220902105851,,,,0.0,0.0,0.0,0.0,2022-08-10,2022,,,,,2,0.0,100.0
Robinson Helicopter Company,R44 Ii,WPR22LA299,20220811105721,Helicopter,Reciprocating,1.0,0.0,1.0,0.0,3.0,2022-08-11,2022,Personal,VMC,Substantial,,117,0.0,100.0
Piper,Pa-28-140,WPR22LA301,20220812105723,Airplane,,1.0,0.0,2.0,0.0,0.0,2022-08-11,2022,Personal,VMC,Substantial,,79,0.0,100.0
Piper,Pa32,ERA22FA368,20220812105724,Airplane,,1.0,3.0,0.0,0.0,0.0,2022-08-11,2022,Personal,IMC,Substantial,,55,0.05454545454545454,94.54545454545455
Piper,Pa-12,ANC22FA066,20220813105729,Airplane,,1.0,1.0,0.0,0.0,0.0,2022-08-11,2022,Personal,VMC,Substantial,,21,0.047619047619047616,95.23809523809523
Cessna,172H,GAA22WA250,20220816105751,Airplane,,,0.0,0.0,0.0,4.0,2022-08-11,2022,,,,,12,0.0,100.0
Cessna,172,ERA22LA369,20220812105726,Airplane,,1.0,0.0,0.0,2.0,0.0,2022-08-12,2022,Instructional,VMC,Substantial,,625,0.0,100.0
Cessna,R172K,ANC22LA065,20220812105727,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2022-08-12,2022,Positioning,VMC,Substantial,,10,0.0,100.0
Piper,Pa-24-250,CEN22LA384,20220815105734,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-08-12,2022,Personal,VMC,Substantial,,26,0.0,100.0
Cessna,180,ANC22LA068,20220818105762,Airplane,,1.0,0.0,1.0,0.0,0.0,2022-08-12,2022,Personal,VMC,Substantial,,135,0.0,100.0
Piper,Pa-28-140,WPR22LA343,20220912105914,Airplane,,1.0,0.0,0.0,0.0,4.0,2022-08-12,2022,Personal,VMC,Substantial,,79,0.0,100.0
Mooney Aircraft Corp.,M20K,CEN22FA383,20220813105730,Airplane,,1.0,2.0,0.0,0.0,0.0,2022-08-13,2022,Personal,VMC,Substantial,,16,0.125,87.5
Goddard Dick Sim,Bensen B-8M,WPR22LA302,20220813105731,Gyrocraft,,1.0,0.0,1.0,0.0,0.0,2022-08-13,2022,Personal,VMC,Substantial,,1,0.0,100.0
Cessna,T207A,WPR22FA303,20220814105732,Airplane,,1.0,2.0,3.0,2.0,0.0,2022-08-13,2022,Other Work Use,VMC,Unknown,,5,0.4,60.0
Thomas Wayne L,Thomas' Flyer,ERA22LA372,20220815105739,Airplane,,1.0,0.0,0.0,1.0,0.0,2022-08-13,2022,Personal,VMC,Substantial,,1,0.0,100.0
Aero Commander,100-180,CEN22LA390,20220824105788,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-08-13,2022,Personal,VMC,Substantial,,2,0.0,100.0
Piper,Pa-32-300,ERA22LA373,20220816105744,Airplane,,1.0,0.0,0.0,0.0,4.0,2022-08-14,2022,Personal,,Substantial,,24,0.0,100.0
Cessna,L-19E,WPR22LA306,20220816105746,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-08-14,2022,Instructional,VMC,Substantial,,5,0.0,100.0
Piper,Pa28,GAA22WA255,20220818105759,Airplane,,,2.0,0.0,0.0,0.0,2022-08-14,2022,,,Substantial,,256,0.0078125,99.21875
Boeing,737,DCA22WA184,20220819105767,,,,0.0,0.0,0.0,4.0,2022-08-14,2022,,,,,395,0.0,100.0
Piper,Pa-28-140,ERA22LA371,20220815105733,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-08-15,2022,Personal,,Substantial,,79,0.0,100.0
Aviat Aircraft Inc,A-1A,WPR22FA304,20220815105737,Airplane,,1.0,2.0,0.0,0.0,0.0,2022-08-15,2022,Personal,VMC,Substantial,,3,0.6666666666666666,33.333333333333336
Hughes Helicopters Inc,369E,WPR22LA305,20220815105741,Helicopter,Turbo Shaft,1.0,0.0,0.0,0.0,1.0,2022-08-15,2022,Other Work Use,VMC,Substantial,,2,0.0,100.0
Christen Industries,A1,GAA22WA251,20220817105753,Airplane,,,0.0,0.0,0.0,1.0,2022-08-15,2022,,,,,1,0.0,100.0
Piper,Pa-28,CEN22LA388,20220818105760,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-08-15,2022,Personal,VMC,Substantial,,13,0.0,100.0
Boeing,737,ENG22WA042,20220913105920,,,,0.0,0.0,0.0,0.0,2022-08-15,2022,,,,,395,0.0,100.0
Rans,S20,WPR22LA307,20220816105747,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-08-16,2022,Personal,VMC,Substantial,,2,0.0,100.0
Vans Aircraft Inc,Rv-12,ERA22LA374,20220816105748,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-08-16,2022,Personal,VMC,Substantial,,9,0.0,100.0
Robinson Helicopter Co,R66,CEN22LA387,20220818105758,Helicopter,Turbo Shaft,1.0,0.0,0.0,0.0,1.0,2022-08-16,2022,Aerial Application,VMC,Substantial,,17,0.0,100.0
Mooney,M20E,GAA22WA252,20220817105754,Airplane,,,0.0,0.0,0.0,1.0,2022-08-17,2022,Personal,,Substantial,,25,0.0,100.0
Cessna,195,WPR22LA308,20220818105761,Airplane,,1.0,0.0,0.0,1.0,0.0,2022-08-18,2022,Personal,VMC,Substantial,,19,0.0,100.0
Cessna,152,WPR22FA309,20220818105763,Airplane,,1.0,3.0,0.0,0.0,0.0,2022-08-18,2022,Personal,,Substantial,,166,0.018072289156626505,98.19277108433735
Cessna,340A,WPR22FA309,20220818105763,Airplane,,2.0,3.0,0.0,0.0,0.0,2022-08-18,2022,Personal,,Destroyed,,15,0.2,80.0
Stucker Gary,Banty,WPR22LA310,20220819105764,ULTR,,1.0,0.0,0.0,1.0,0.0,2022-08-18,2022,Personal,VMC,Substantial,,1,0.0,100.0
Beech,F33A,CEN22LA391,20220824105789,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-08-18,2022,Personal,VMC,Substantial,,13,0.0,100.0
Piper,Pa-28-180,CEN22LA399,20220829105815,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-08-18,2022,Personal,VMC,Substantial,,37,0.0,100.0
Uvify,Ifo,DCA22WA194,20220905105856,UNK,,,0.0,0.0,0.0,0.0,2022-08-18,2022,,,Unknown,,1,0.0,100.0
Cessna,177Rg,WPR22LA373,20221114106287,Airplane,,1.0,0.0,0.0,0.0,3.0,2022-08-18,2022,Personal,,Substantial,,32,0.0,100.0
Air Tractor Inc,At-602,ERA22FA376,20220819105770,Airplane,,1.0,1.0,0.0,0.0,0.0,2022-08-19,2022,Aerial Application,VMC,Substantial,,16,0.0625,93.75
Piper,Pa-28-140,ERA22LA378,20220822105774,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-08-19,2022,Personal,VMC,Substantial,,79,0.0,100.0
Cessna,182,ERA22LA381,20220822105780,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-08-19,2022,Flight Test,VMC,Substantial,,232,0.0,100.0
Boeing,737-824,DCA22LA188,20220825105801,Airplane,,2.0,0.0,0.0,1.0,169.0,2022-08-19,2022,,VMC,,,5,0.0,100.0
Fall Martin,Super Cub,WPR22LA328,20220831105840,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-08-19,2022,Personal,VMC,Substantial,,1,0.0,100.0
Mooney,M20E,ERA22LA408,20220912105906,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-08-19,2022,Personal,VMC,Substantial,,25,0.0,100.0
Beech,C23,CEN22LA435,20220928106011,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-08-19,2022,Personal,,Substantial,,26,0.0,100.0
Smyth Sidewinder,Td,WPR22FA311,20220820105771,Airplane,,1.0,1.0,0.0,0.0,0.0,2022-08-20,2022,Personal,VMC,Substantial,,1,1.0,0.0
Boeing,A75N1,ERA22LA379,20220822105776,Airplane,,1.0,0.0,2.0,0.0,2.0,2022-08-20,2022,Business,VMC,Substantial,,5,0.0,100.0
Boeing,A75N1,ERA22LA379,20220822105776,Airplane,,1.0,0.0,2.0,0.0,2.0,2022-08-20,2022,Business,VMC,Substantial,,5,0.0,100.0
Cessna,150,ERA22LA380,20220822105779,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-08-20,2022,Instructional,VMC,Substantial,,140,0.0,100.0
Cessna,182Q,WPR22LA315,20220824105792,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-08-20,2022,Personal,VMC,Substantial,,32,0.0,100.0
Cessna,172M,WPR22LA371,20221031106232,Airplane,,1.0,1.0,0.0,0.0,0.0,2022-08-20,2022,Personal,,Unknown,,90,0.011111111111111112,98.88888888888889
Jackson Dennis,Rv-8,WPR22FA312,20220821105772,Airplane,,1.0,2.0,0.0,0.0,0.0,2022-08-21,2022,Personal,VMC,Substantial,,1,2.0,-100.0
Aeronca,7Ac,ERA22LA382,20220823105784,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-08-21,2022,Personal,VMC,Substantial,,49,0.0,100.0
Beech,F33A,WPR22LA314,20220824105790,Airplane,,1.0,0.0,2.0,0.0,0.0,2022-08-21,2022,Personal,VMC,Substantial,,13,0.0,100.0
Mcdonnell Douglas,Dc-9-83,DCA22WA187,20220825105800,Airplane,,,0.0,0.0,0.0,0.0,2022-08-21,2022,,,,,2,0.0,100.0
Cessna,172,GAA22WA260,20220826105802,Airplane,,,0.0,0.0,0.0,2.0,2022-08-21,2022,,,Substantial,,625,0.0,100.0
Robinson Helicopter Company,R44 Ii,CEN22LA400,20220829105816,Helicopter,,1.0,0.0,0.0,1.0,0.0,2022-08-21,2022,Personal,VMC,Substantial,,117,0.0,100.0
Taylorcraft,Bc12-D1,WPR22LA325,20220831105835,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-08-22,2022,Personal,VMC,Substantial,,3,0.0,100.0
Piper,Pa-30,WPR22LA313,20220823105786,Airplane,,2.0,0.0,1.0,0.0,1.0,2022-08-23,2022,Personal,VMC,Substantial,,27,0.0,100.0
Bell,206B,ERA22FA383,20220823105787,Helicopter,,1.0,2.0,0.0,0.0,0.0,2022-08-23,2022,Aerial Observation,VMC,Substantial,,73,0.0273972602739726,97.26027397260275
Champion,7Gcba,WPR22LA324,20220831105834,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-08-23,2022,Personal,,Substantial,,1,0.0,100.0
Cessna,180,WPR22LA326,20220831105837,Airplane,Reciprocating,1.0,0.0,0.0,0.0,4.0,2022-08-23,2022,Other Work Use,VMC,Substantial,,135,0.0,100.0
Cessna,150H,WPR22LA316,20220824105794,Airplane,,1.0,0.0,2.0,0.0,0.0,2022-08-24,2022,Personal,VMC,Substantial,,13,0.0,100.0
Mxr Technologies,Mx2,ERA22FA384,20220825105795,Airplane,,1.0,2.0,0.0,0.0,0.0,2022-08-24,2022,Other Work Use,VMC,Substantial,,1,2.0,-100.0
Boeing (Stearman),B75N1,CEN22LA393,20220825105796,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-08-24,2022,Personal,VMC,Substantial,,1,0.0,100.0
Piper,Pa28,CEN22LA394,20220825105798,Airplane,Reciprocating,1.0,0.0,2.0,0.0,0.0,2022-08-24,2022,Instructional,VMC,Substantial,,256,0.0,100.0
Cessna,T210L,CEN22LA411,20220909105891,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-08-24,2022,Personal,VMC,Substantial,,22,0.0,100.0
Cessna,172R,ERA22LA385,20220826105803,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-08-25,2022,Personal,VMC,Substantial,,45,0.0,100.0
Air Tractor Inc,At-602,CEN22LA408,20220906105862,Airplane,Turbo Prop,1.0,0.0,0.0,0.0,1.0,2022-08-25,2022,Aerial Application,VMC,Substantial,,16,0.0,100.0
Cessna,T210N,ERA22LA415,20220914105934,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-08-25,2022,Personal,VMC,Substantial,,19,0.0,100.0
Flight Design General Avn Gmbh,Ctsw Supersport,WPR22LA317,20220826105805,Airplane,,1.0,0.0,1.0,1.0,0.0,2022-08-26,2022,Personal,VMC,Substantial,,1,0.0,100.0
Cessna,152,WPR22LA320,20220829105823,Airplane,,1.0,0.0,1.0,0.0,1.0,2022-08-26,2022,Instructional,VMC,Substantial,,166,0.0,100.0
Ray E Roberts,Kitfox V Vixen,WPR22LA322,20220829105825,Airplane,,1.0,0.0,1.0,0.0,0.0,2022-08-26,2022,Personal,,Substantial,,1,0.0,100.0
Pitts,S1S,GAA22WA263,20220830105829,Airplane,,,1.0,0.0,0.0,0.0,2022-08-26,2022,,,Destroyed,,1,1.0,0.0
Robinson Helicopter,R44 Clipper 1,WPR22LA329,20220831105841,Helicopter,Reciprocating,1.0,0.0,0.0,0.0,3.0,2022-08-26,2022,Other Work Use,VMC,Substantial,,1,0.0,100.0
Boeing,A75N1(Pt17),CEN22LA395,20220829105808,Airplane,Reciprocating,1.0,0.0,1.0,1.0,0.0,2022-08-27,2022,Personal,VMC,Substantial,,24,0.0,100.0
Schleicher,K7,ERA22LA388,20220829105809,Glider,,,0.0,2.0,0.0,0.0,2022-08-27,2022,Instructional,,Substantial,,1,0.0,100.0
Cessna,140,ERA22LA389,20220829105810,Airplane,,1.0,0.0,0.0,1.0,0.0,2022-08-27,2022,Personal,VMC,Substantial,,76,0.0,100.0
Javron Experimental,Pa18 Replica,CEN22LA396,20220829105811,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2022-08-27,2022,Personal,VMC,Substantial,,1,0.0,100.0
Leon E Everett,Carbon Cub Ex,WPR22LA318,20220829105820,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-08-27,2022,Personal,VMC,Substantial,,1,0.0,100.0
Cessna,305C (0-1E),WPR22LA319,20220829105822,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-08-27,2022,Personal,VMC,Substantial,,1,0.0,100.0
Atr,Atr42,ENG22WA041,20220907105878,,,,0.0,0.0,0.0,0.0,2022-08-27,2022,,,,,6,0.0,100.0
Beech,B35,ERA22FA386,20220828105806,Airplane,,1.0,1.0,0.0,0.0,0.0,2022-08-28,2022,Personal,VMC,Destroyed,,3,0.3333333333333333,66.66666666666667
Sea & Sky Inc,Krucker Cygnet,ERA22FA387,20220829105807,WSFT,,1.0,2.0,0.0,0.0,0.0,2022-08-28,2022,Personal,VMC,Substantial,,2,1.0,0.0
Bell Textron Canada Ltd,505,ERA22LA390,20220829105813,Helicopter,,1.0,0.0,0.0,0.0,2.0,2022-08-28,2022,Personal,VMC,Substantial,,2,0.0,100.0
Cessna,172I,CEN22LA398,20220829105814,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-08-28,2022,Personal,VMC,Substantial,,7,0.0,100.0
Aeronca,7Ac,ERA22FA391,20220829105818,Airplane,,1.0,1.0,0.0,0.0,0.0,2022-08-29,2022,Personal,VMC,Substantial,,49,0.02040816326530612,97.95918367346938
Piper,Pa-22-135,WPR22LA321,20220829105824,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-08-29,2022,Instructional,VMC,Substantial,,11,0.0,100.0
Story Charles Brad,Tt Fox,ANC22FA069,20220830105826,Airplane,,1.0,0.0,0.0,1.0,0.0,2022-08-29,2022,Personal,VMC,Substantial,,1,0.0,100.0
Piper,Pa-28R-180,ERA22LA393,20220831105836,Airplane,,1.0,0.0,1.0,0.0,0.0,2022-08-29,2022,Personal,,Substantial,,13,0.0,100.0
Boeing,717-200,DCA22LA191,20220901105843,Airplane,,2.0,0.0,0.0,1.0,101.0,2022-08-29,2022,,VMC,,,2,0.0,100.0
Cessna,R182,GAA22WA275,20220912105907,Airplane,,,3.0,0.0,0.0,0.0,2022-08-29,2022,,,Destroyed,,31,0.0967741935483871,90.32258064516128
Md Helicopters Inc,369E,CEN22LA402,20220830105830,Helicopter,,1.0,0.0,0.0,0.0,2.0,2022-08-30,2022,Instructional,VMC,Substantial,,1,0.0,100.0
Cessna,182K,WPR22LA323,20220830105831,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-08-30,2022,Instructional,VMC,Substantial,,6,0.0,100.0
Cessna,172N,ERA22LA392,20220830105833,,,,0.0,3.0,0.0,0.0,2022-08-30,2022,Instructional,,,,99,0.0,100.0
Mooney,M20J,GAA22WA264,20220901105844,Airplane,,,0.0,0.0,0.0,0.0,2022-08-30,2022,,,Substantial,,65,0.0,100.0
Robinson Helicopter,R44,CEN22LA404,20220901105846,Helicopter,,1.0,0.0,3.0,0.0,1.0,2022-08-30,2022,Business,,Substantial,,60,0.0,100.0
Piper,Pa-18-135,ANC22LA074,20220912105910,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-08-30,2022,Personal,VMC,Substantial,,11,0.0,100.0
Cessna,210,GAA22WA283,20220916105952,Airplane,,,5.0,0.0,0.0,0.0,2022-08-30,2022,,,Destroyed,,70,0.07142857142857142,92.85714285714286
Cessna,208B,GAA22WA296,20221005106066,Airplane,,,0.0,0.0,0.0,0.0,2022-08-30,2022,,,Substantial,,48,0.0,100.0
Sutphin John E,Rans S-12,ERA22LA394,20220831105839,Airplane,,1.0,0.0,1.0,0.0,0.0,2022-08-31,2022,Instructional,,Substantial,,1,0.0,100.0
Beech,A36,CEN22LA403,20220901105845,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-08-31,2022,Personal,VMC,Substantial,,101,0.0,100.0
Navion,Navion,ERA22LA396,20220902105850,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-08-31,2022,Personal,VMC,Substantial,,6,0.0,100.0
Bell,205,GAA22WA267,20220906105863,Helicopter,,,0.0,0.0,0.0,1.0,2022-08-31,2022,,,Substantial,,3,0.0,100.0
Beech,C23,CEN22LA409,20220906105869,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-08-31,2022,Personal,VMC,Substantial,,26,0.0,100.0
Ayres,S2R,GAA22WA271,20220907105882,Airplane,,,0.0,0.0,0.0,1.0,2022-08-31,2022,,,Minor,,19,0.0,100.0
Sikorsky,S-61N,WPR22LA330,20220901105847,Helicopter,,2.0,0.0,2.0,0.0,0.0,2022-09-01,2022,External Load,VMC,Substantial,,2,0.0,100.0
Diamond Aircraft Industries,Da 42,ERA22LA395,20220902105848,Airplane,,2.0,1.0,0.0,1.0,0.0,2022-09-01,2022,Instructional,IMC,Substantial,,1,1.0,0.0
Cirrus Design Corp,Sr22,CEN22FA405,20220902105849,Airplane,,1.0,1.0,0.0,2.0,0.0,2022-09-01,2022,Instructional,VMC,Substantial,,102,0.00980392156862745,99.01960784313727
Christen Industries Inc,A-1,ANC22LA072,20220906105873,Airplane,Reciprocating,1.0,0.0,2.0,0.0,0.0,2022-09-01,2022,Personal,VMC,Substantial,,4,0.0,100.0
Aeronca,7Ac,ERA22LA400,20220907105880,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-09-01,2022,Personal,VMC,Substantial,,49,0.0,100.0
Boeing,737-824,DCA22LA196,20220907105884,,,,0.0,0.0,1.0,147.0,2022-09-01,2022,,,,,5,0.0,100.0
Cessna,P210N,WPR22LA372,20221104106251,Airplane,Reciprocating,1.0,0.0,2.0,0.0,0.0,2022-09-01,2022,Personal,VMC,Substantial,,35,0.0,100.0
Yakovlev,Yak-11,WPR22FA331,20220902105852,Airplane,,1.0,1.0,0.0,0.0,0.0,2022-09-02,2022,Personal,VMC,Destroyed,,1,1.0,0.0
Waco Classic Aircraft Corp,2T-1A-2,CEN22LA410,20220907105881,Airplane,Reciprocating,1.0,0.0,2.0,0.0,0.0,2022-09-02,2022,Personal,VMC,Substantial,,2,0.0,100.0
Piper,Pa28R,ERA22LA403,20220908105888,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-09-02,2022,Personal,VMC,Substantial,,62,0.0,100.0
Boeing,777-222,DCA23WA014,20221012106113,Airplane,,2.0,0.0,0.0,0.0,0.0,2022-09-02,2022,,,,,4,0.0,100.0
Hisserich Nicholas S,Jetexec,ERA22FA397,20220906105866,Helicopter,,1.0,1.0,0.0,0.0,0.0,2022-09-03,2022,Personal,VMC,Destroyed,,1,1.0,0.0
Piper,Pa-18-150,ANC22LA070,20220906105870,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-09-03,2022,Personal,VMC,Substantial,,64,0.0,100.0
Stinson,10A,ANC22LA071,20220906105871,Airplane,Reciprocating,1.0,0.0,0.0,0.0,3.0,2022-09-03,2022,Personal,VMC,Substantial,,1,0.0,100.0
Piper,Pa28,ERA22LA401,20220908105886,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-09-03,2022,Personal,VMC,Substantial,,256,0.0,100.0
Cessna,180,WPR22LA337,20220908105889,Airplane,,1.0,0.0,0.0,2.0,0.0,2022-09-03,2022,Personal,VMC,Substantial,,135,0.0,100.0
Schweizer,Sgs 2-33A,ERA22LA407,20220912105904,Glider,,0.0,0.0,2.0,0.0,0.0,2022-09-03,2022,Personal,,Substantial,,14,0.0,100.0
Cessna,172,ERA22LA411,20220913105921,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-09-03,2022,Personal,VMC,Substantial,,625,0.0,100.0
Boeing,737,DCA22WA206,20220922105982,Airplane,,,0.0,0.0,0.0,120.0,2022-09-03,2022,,,Unknown,,395,0.0,100.0
Beech,C90A,CEN22LA428,20220922105984,Airplane,,2.0,0.0,0.0,0.0,1.0,2022-09-03,2022,Personal,,Substantial,,4,0.0,100.0
Alisport Srl,Silent 2 Electro,WPR22LA370,20221017106143,Glider,,1.0,0.0,0.0,0.0,1.0,2022-09-03,2022,Personal,VMC,Substantial,,1,0.0,100.0
Beech,58,WPR22FA332,20220904105854,Airplane,,2.0,2.0,0.0,0.0,0.0,2022-09-04,2022,Instructional,VMC,Substantial,,50,0.04,96.0
Dehavilland,Dhc-3,DCA22MA193,20220905105855,Airplane,,1.0,10.0,0.0,0.0,0.0,2022-09-04,2022,,VMC,Substantial,,7,1.4285714285714286,-42.85714285714286
Robinson,R66,GAA22WA265,20220905105857,,,,2.0,0.0,0.0,0.0,2022-09-04,2022,,,,,34,0.058823529411764705,94.11764705882352
Bell,407,WPR22LA333,20220906105859,Helicopter,,1.0,0.0,0.0,1.0,0.0,2022-09-04,2022,Other Work Use,VMC,Substantial,,64,0.0,100.0
Cessna,551,GAA22WA268,20220906105864,Airplane,,,4.0,0.0,0.0,0.0,2022-09-04,2022,,,Destroyed,,2,2.0,-100.0
Cessna,550,GAA22WA270,20220907105879,Airplane,,,4.0,0.0,0.0,0.0,2022-09-04,2022,,,Destroyed,,19,0.21052631578947367,78.94736842105263
Airbus,220,DCA22LA198,20220910105895,,,,0.0,0.0,1.0,117.0,2022-09-04,2022,,,,,1,0.0,100.0
Cessna,182N,ERA22LA409,20220912105909,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-09-04,2022,Glider Tow,VMC,Substantial,,6,0.0,100.0
Cessna,180H,ANC22LA075,20220913105926,Airplane,Reciprocating,1.0,0.0,1.0,0.0,1.0,2022-09-04,2022,Personal,VMC,Substantial,,16,0.0,100.0
Firefly Balloons,Firefly 8B-15,WPR22LA368,20221004106058,Balloon,,0.0,0.0,0.0,1.0,2.0,2022-09-04,2022,Personal,VMC,,,1,0.0,100.0
Cessna,182P,CEN22FA406,20220905105858,Airplane,,1.0,2.0,0.0,0.0,0.0,2022-09-05,2022,Personal,VMC,Destroyed,,34,0.058823529411764705,94.11764705882352
Beech,36,CEN22LA407,20220906105861,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-09-05,2022,Personal,VMC,Substantial,,27,0.0,100.0
Buxbaum Mark Edward,Long Ez,WPR22LA334,20220906105867,Airplane,,1.0,0.0,0.0,2.0,0.0,2022-09-05,2022,Personal,VMC,Substantial,,1,0.0,100.0
Rutan,Varieze,WPR22FA335,20220906105874,Airplane,,1.0,1.0,0.0,0.0,0.0,2022-09-05,2022,Personal,VMC,Substantial,,3,0.3333333333333333,66.66666666666667
Cessna,120,WPR22LA336,20220906105877,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2022-09-05,2022,Personal,VMC,Substantial,,36,0.0,100.0
Cessna,177B,ERA22LA406,20220912105902,Airplane,,1.0,0.0,0.0,2.0,0.0,2022-09-05,2022,Personal,,Substantial,,19,0.0,100.0
Conway Philip J,Glasair Super Ii Sft,ERA22FA399,20220906105876,Airplane,,1.0,2.0,0.0,0.0,0.0,2022-09-06,2022,Instructional,VMC,Destroyed,,1,2.0,-100.0
Owen Kingsley B,Vans Rv8,ERA22LA421,20220915105948,,,,0.0,0.0,0.0,2.0,2022-09-06,2022,Personal,,,,1,0.0,100.0
Cessna,U206G,ERA22LA402,20220908105887,Airplane,Reciprocating,1.0,0.0,1.0,1.0,1.0,2022-09-07,2022,,VMC,Minor,,22,0.0,100.0
Knott Vernon W,Zenith 750,CEN22LA412,20220909105893,Airplane,,1.0,0.0,1.0,1.0,0.0,2022-09-07,2022,Personal,VMC,Substantial,,1,0.0,100.0
Bell,205A-1,WPR22LA339,20220910105894,Helicopter,,1.0,0.0,1.0,0.0,0.0,2022-09-07,2022,Firefighting,VMC,Substantial,,2,0.0,100.0
Cessna,750,WPR22LA341,20220912105905,Airplane,,2.0,0.0,0.0,0.0,2.0,2022-09-07,2022,Business,VMC,Substantial,,3,0.0,100.0
Cessna,152,WPR22LA342,20220912105913,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-09-07,2022,Instructional,VMC,Substantial,,166,0.0,100.0
Piper,Pa-18-150,CEN22LA422,20220915105949,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-09-07,2022,Personal,VMC,Substantial,,64,0.0,100.0
Czech Sport Aircraft As,Piper Sport,WPR22FA338,20220909105890,Airplane,,1.0,2.0,0.0,0.0,0.0,2022-09-08,2022,Instructional,VMC,Destroyed,,11,0.18181818181818182,81.81818181818181
Piper,Pa-28R-200,ERA22LA417,20220914105937,Airplane,,1.0,0.0,2.0,0.0,0.0,2022-09-08,2022,Instructional,VMC,Unknown,,24,0.0,100.0
